CustomerID,Age,Income,Product,Amount,Region
186,38,76836,A,2519,West
187,23,105119,A,4749,West
188,38,43472,A,2425,South
189,26,116033,A,3529,South
190,59,76217,E,2950,North
191,63,100482,C,4011,South
192,52,70513,D,978,East
193,58,37393,C,4702,East
194,53,31698,B,3661,South
195,37,116734,B,2642,West
196,68,85530,D,4064,West
197,47,58483,E,1597,South
198,54,89643,A,2732,South
199,39,66084,A,4476,South
200,51,112870,A,3228,East
201,21,80418,C,2403,South
202,69,43554,D,3030,East
203,32,109900,C,967,South
204,54,66855,B,4416,West
205,42,55675,B,3814,East
206,29,32955,B,615,West
207,58,117153,B,881,South
208,29,50210,C,4922,East
209,46,94419,E,4842,North
210,48,92053,A,1400,South
211,29,32741,B,3507,East
212,54,90735,B,1479,East
213,61,48342,A,4969,South
214,65,92703,E,2151,West
215,41,115728,C,1018,East
216,34,116030,B,853,North
217,65,56796,C,4018,South
218,68,41632,E,4135,South
219,49,111801,D,916,West
220,53,90824,D,3137,East
221,52,60868,C,3135,South
222,67,58694,A,1475,South
223,27,85699,C,1360,West
224,39,81560,D,1023,East
225,35,53206,D,4611,West
226,20,82140,A,3210,South
227,51,52960,B,2337,East
228,65,50016,E,605,East
229,47,39403,D,4525,South
230,42,56104,C,2890,East
231,63,88661,B,3915,East
232,55,109925,D,3594,West
233,27,83771,E,4069,West
234,26,118913,D,4180,South
235,60,57420,C,1924,West
236,22,42851,C,1438,North
237,39,97481,D,3254,South
238,69,82435,E,2339,North
239,61,84559,E,1058,South
240,52,83924,C,4439,South
241,21,54110,A,3968,West
242,39,57881,E,1044,East
243,30,111720,E,849,South
244,38,71728,D,1994,West
245,24,31439,D,4127,East
246,53,44891,C,2658,North
247,69,74492,C,2978,East
248,62,102604,C,3689,South
249,65,82870,B,4057,East
250,28,82515,C,3497,South
251,36,30727,C,4793,East
252,56,70250,A,1164,West
253,29,67769,D,1198,North
254,67,48145,D,4754,West
255,59,61810,A,580,East
256,61,61256,D,814,West
257,50,57163,A,1856,West
258,63,68682,A,3857,East
259,54,104636,E,1759,West
260,61,44494,B,3936,West
261,70,82174,E,681,East
262,45,119139,C,4274,East
263,36,40913,C,602,West
264,50,56269,C,1459,South
265,34,69961,C,4384,East
266,60,62624,D,1639,West
267,53,40074,C,4848,North
268,20,85595,D,885,East
269,60,114515,E,3098,East
270,66,119036,B,3091,East
271,63,78056,A,2693,North
272,34,60167,B,3507,South
273,37,64061,E,4894,North
274,44,105158,E,1373,West
275,24,53960,D,3234,West
276,42,111806,E,1943,North
277,32,34960,C,1556,East
278,36,103478,B,4103,South
279,61,61750,A,1883,East
280,36,89787,D,907,West
281,20,96795,B,3808,West
282,22,83228,B,2848,South
283,68,93292,A,1571,North
284,68,90297,C,4427,West
285,50,88374,D,975,East
286,59,43673,E,2744,North
287,62,78501,C,2694,West
288,26,77322,A,763,East
289,47,96165,D,797,East
290,37,52305,E,4633,South
291,68,61252,E,4746,South
292,22,65386,B,3551,West
293,22,93660,B,3518,South
294,33,88228,D,3853,North
295,23,90321,E,3620,East
296,27,73717,C,4148,West
297,29,113089,A,1347,South
298,62,34942,E,1695,West
299,39,103553,A,4219,West
300,35,112729,B,4662,North
301,36,56251,E,3147,South
302,68,112300,E,1186,South
303,70,75115,C,2720,West
304,23,37540,C,1283,North
305,61,90399,D,1940,East
306,52,36111,D,3884,West
307,26,92550,C,647,South
308,36,74004,C,4458,North
309,35,37795,C,3025,South
310,24,53466,D,3364,East
311,31,54082,E,775,East
312,44,48256,D,3706,North
313,29,114975,E,4317,South
314,33,35168,D,3275,East
315,57,34134,B,1425,South
316,21,49438,A,1665,West
317,22,34889,D,856,East
318,45,72875,B,4003,South
319,67,111142,B,1185,East
320,44,100704,B,794,North
321,26,87508,B,1322,South
322,62,89940,E,4816,North
323,59,73054,A,1924,North
324,42,119617,D,1755,East
325,49,95636,A,654,North
326,55,39110,C,1066,East
327,49,47938,A,1898,North
328,52,77448,D,3976,North
329,51,111681,A,1331,South
330,20,39865,C,3938,East
331,68,102265,D,2552,North
332,57,83550,B,1113,East
333,36,114791,A,1754,East
334,29,44898,C,3759,North
335,40,55810,A,3613,North
336,44,92450,A,2332,South
337,39,44848,D,793,South
338,27,77823,D,890,East
339,66,63747,E,4014,North
340,24,103799,D,3104,East
341,22,71022,B,1995,East
342,38,33843,E,2870,North
343,67,58241,B,2912,South
344,30,105325,B,2685,West
345,58,35355,E,972,East
346,69,84603,C,2470,East
347,34,54043,A,691,South
348,65,56659,D,2300,North
349,26,106373,B,1717,West
350,40,68379,E,4993,North
351,32,68575,B,4418,West
352,65,89869,C,4248,West
353,42,36676,B,811,North
354,50,61118,E,1977,East
355,45,116539,A,2386,West
356,49,96773,E,1115,East
357,62,77495,D,2100,West
358,64,87444,D,3073,South
359,38,60386,A,4006,South
360,29,106224,B,4182,East
361,24,85002,D,2670,South
362,47,62606,C,3073,South
363,44,75542,E,4446,East
364,44,49140,C,1696,South
365,40,62440,E,3574,North
366,59,45808,C,2466,South
367,54,89681,A,4247,South
368,62,46577,D,3241,West
369,59,41953,B,764,East
370,30,75172,A,1126,North
371,41,109357,E,1214,West
372,29,41364,C,2094,West
373,51,109913,C,2957,South
374,27,49905,C,2718,East
375,23,111730,A,909,East
376,45,94395,C,1764,South
377,49,87955,E,3843,West
378,64,40887,A,3084,South
379,60,90999,B,4985,East
380,45,96593,B,3189,South
381,60,42037,C,2488,East
382,22,110713,C,1405,West
383,24,51095,D,3405,West
384,38,51773,B,4918,North
385,25,104458,E,648,North
386,42,106214,C,3147,East
387,58,68309,D,2670,East
388,44,84967,E,4868,West
389,37,60650,C,723,North
390,28,77209,D,2547,South
391,45,107250,E,2890,West
392,24,97788,B,1123,South
393,34,106479,D,3395,South
394,20,81707,A,652,North
395,52,66600,E,963,East
396,24,106336,A,3643,South
397,70,64059,E,2567,West
398,47,42886,A,2675,West
399,47,105462,B,4702,South
400,37,55514,B,3250,North
401,21,35045,D,2529,West
402,38,95367,B,1950,North
403,22,112399,E,4354,West
404,31,95658,D,711,East
405,58,67976,A,4195,West
406,37,87925,A,4933,South
407,25,41160,E,3501,East
408,34,62311,A,4698,North
409,21,43054,A,3784,West
410,51,35243,E,2950,West
411,66,61152,C,4784,South
412,43,63601,B,2581,North
413,65,89252,E,3889,North
414,69,95633,B,1364,North
415,38,104768,D,3682,East
416,31,49196,C,2218,East
417,33,90279,B,1869,South
418,55,50080,A,3976,South
419,23,70923,E,3125,West
420,28,74030,B,4913,West
421,23,46046,E,2057,West
422,64,75952,A,1886,West
423,41,114777,D,4091,East
424,37,87288,D,3023,North
425,64,35844,E,3530,East
426,46,114032,E,2295,East
427,58,108854,B,2521,West
428,44,39487,D,3311,North
429,21,60140,D,3703,West
430,26,47065,C,3893,East
431,45,54633,C,4788,North
432,35,67793,C,2103,North
433,57,113292,E,3835,North
434,47,89206,C,1555,South
435,55,91891,C,1395,North
436,34,89995,D,2836,South
437,25,99673,B,1616,East
438,24,102456,E,3419,West
439,61,94158,D,3142,North
440,38,46101,A,4608,West
441,53,30374,B,4388,West
442,59,71205,A,1948,South
443,33,85058,C,2505,East
444,59,42307,B,1871,West
445,25,78661,C,1249,South
446,29,71240,E,1544,East
447,66,110830,E,3908,South
448,65,40692,E,4696,North
449,62,114380,B,2805,West
450,69,81434,C,4010,East
451,66,62878,B,1587,North
452,58,98578,D,3019,North
453,61,102553,A,1344,South
454,24,44924,D,2401,West
455,22,72569,C,3094,South
456,69,100809,B,982,South
457,23,50454,C,4915,North
458,58,74031,E,1100,South
459,61,116723,A,3457,West
460,60,90509,B,982,East
461,45,104186,B,1872,South
462,46,91321,A,2196,South
463,41,40327,E,1453,North
464,20,104361,E,2290,West
465,33,63926,A,1171,East
466,69,59151,A,1932,West
467,31,53427,A,3913,East
468,60,54752,C,1039,North
469,23,85313,E,4580,North
470,58,99261,B,649,East
471,25,49861,B,3302,North
472,67,68977,A,2364,South
473,60,76303,D,1282,West
474,24,81460,C,2569,South
475,24,109699,A,1457,South
476,27,95802,A,1916,East
477,65,111440,B,4465,North
478,65,60120,D,752,East
479,53,53575,D,3578,West
480,35,37481,B,4023,East
481,47,67332,C,3321,South
482,67,89883,B,2405,West
483,39,67104,B,1796,East
484,37,93464,D,4589,South
485,40,43834,D,2843,West
486,38,111062,A,1066,South
487,59,31679,B,608,South
488,38,38010,E,2502,West
489,31,94825,C,1403,South
490,47,40004,D,4560,East
491,26,99871,C,4019,West
492,64,111919,A,4986,East
493,69,115313,D,1852,South
494,51,46310,E,3246,East
495,66,69075,A,1628,East
496,27,80187,B,3751,East
497,61,115693,E,3598,East
498,53,63704,B,2225,East
499,36,112414,D,3017,South
500,49,38246,A,4398,West
501,66,79781,C,3189,East
502,35,118501,D,4633,North
503,61,92439,B,2453,North
504,25,110850,E,1723,South
505,62,73656,D,2482,East
506,58,110821,B,1705,East
507,21,54502,D,1006,South
508,64,32027,B,1318,West
509,24,83610,D,2831,South
510,43,80120,C,3852,North
511,54,61378,E,3552,South
512,23,81406,E,4781,West
513,66,36524,B,1761,South
514,52,75104,C,2188,North
515,42,58780,E,1236,East
516,29,106055,D,2294,West
517,24,39146,C,2444,West
518,40,70746,A,4154,South
519,53,112799,E,1695,West
520,39,72293,C,4653,West
521,47,105687,B,4593,South
522,47,67815,B,1194,West
523,31,65209,E,4452,South
524,40,56009,D,3074,West
525,54,108571,D,660,East
526,66,54625,D,2290,East
527,47,82905,A,2467,West
528,25,100426,B,3333,South
529,22,67985,A,782,West
530,52,37606,D,2346,North
531,32,54587,E,1053,South
532,68,72986,A,4106,North
533,44,94768,D,1363,East
534,68,100049,A,4728,East
535,40,92465,E,2073,South
536,25,84443,C,3879,South
537,21,109839,C,3965,East
538,70,93687,B,2428,North
539,28,108472,E,2360,East
540,70,110387,B,2491,East
541,55,109193,C,2161,West
542,23,63046,E,3800,West
543,39,90296,E,2382,East
544,44,43969,D,3859,East
545,20,83252,E,1184,East
546,24,34325,C,1325,East
547,26,106164,D,1177,North
548,53,41303,B,3445,North
549,28,66596,E,3449,South
550,47,35037,D,4457,East
551,36,112671,A,3707,North
552,65,42799,E,1775,West
553,54,79922,D,1433,South
554,48,31733,C,1654,West
555,49,31013,B,4624,South
556,36,62312,B,3308,North
557,34,99474,D,4038,West
558,67,45297,C,3743,West
559,55,79120,D,3427,South
560,69,49371,B,3645,North
561,52,107651,C,1034,South
562,46,103765,E,1570,South
563,23,65281,B,3334,East
564,61,74516,C,3350,North
565,31,90439,D,954,South
566,42,73350,E,3557,South
567,41,49257,D,1787,East
568,37,59578,E,4233,West
569,33,119133,A,1663,East
570,22,71709,C,4735,North
571,57,36662,B,3395,South
572,30,109323,E,4497,North
573,58,46534,B,2593,West
574,43,108964,D,741,South
575,54,98459,E,2044,South
576,29,78342,B,1193,East
577,68,47908,E,3381,West
578,40,54934,B,3015,West
579,69,60425,B,4033,West
580,41,30963,A,3168,North
581,55,106639,E,2890,East
582,60,86714,B,1014,West
583,30,90154,C,2413,North
584,34,98226,D,3606,North
585,45,52786,E,4963,South
586,24,94141,A,3399,West
587,30,81508,D,2333,West
588,43,99899,C,828,South
589,53,31588,E,3315,West
590,57,57515,B,2110,East
591,50,117002,A,1056,North
592,32,111463,C,3364,South
593,39,95998,A,2961,South
594,23,94352,B,1232,East
595,36,76813,C,1542,West
596,30,98341,C,1165,West
597,42,60398,B,2526,South
598,24,99347,B,3964,West
599,31,102092,C,1482,West
600,37,45960,A,821,East
601,44,102727,B,4411,South
602,31,103690,B,3062,East
603,68,41451,E,1510,East
604,55,59858,D,2564,East
605,31,90621,E,3517,West
606,35,73424,E,3434,East
607,37,44995,E,3647,North
608,57,72856,B,4634,West
609,60,56515,E,2204,South
610,47,45180,A,2472,West
611,40,60747,B,4497,North
612,42,83854,B,2488,East
613,46,55190,D,4380,South
614,39,115168,A,2486,West
615,36,58629,D,1572,East
616,36,52385,B,4871,East
617,64,98374,E,1582,North
618,23,84161,A,3071,East
619,68,52067,E,2981,East
620,40,61130,B,2976,West
621,35,113965,A,3805,South
622,24,116281,B,1204,East
623,69,115163,B,3414,East
624,48,82094,A,4701,North
625,25,115543,B,569,East
626,43,68582,E,2612,East
627,38,39393,E,2053,East
628,47,76561,A,4923,East
629,22,54753,C,3893,South
630,26,89735,E,3989,West
631,22,50872,E,4933,South
632,52,61907,C,3445,North
633,33,115534,C,523,South
634,70,48664,A,2386,North
635,22,45605,E,2582,South
636,39,71868,E,2201,East
637,70,37417,C,4032,North
638,21,81178,C,2404,South
639,21,99276,A,2820,South
640,50,84728,B,3409,West
641,39,48984,A,1790,East
642,67,118724,E,1266,South
643,69,81458,D,4366,West
644,31,62775,D,4006,North
645,66,88066,E,2717,West
646,30,41297,A,3250,South
647,46,58518,A,547,West
648,23,115707,C,525,West
649,32,99259,C,4607,North
650,48,83562,E,2027,South
651,67,110094,B,2169,East
652,66,99751,A,3799,East
653,39,55939,A,1799,East
654,58,63907,B,2227,West
655,64,56795,E,3958,East
656,55,38809,C,4370,South
657,62,70131,B,2970,West
658,38,48766,C,2651,South
659,50,60954,E,4333,South
660,50,32041,C,1102,East
661,59,60283,A,4421,West
662,61,66555,B,1901,East
663,25,110259,B,1899,East
664,25,67144,B,3603,South
665,31,105638,D,2399,East
666,38,34524,D,1466,North
667,65,99774,A,2257,South
668,44,41790,B,4739,North
669,35,117790,C,4171,East
670,49,66319,A,1315,East
671,63,58086,A,3632,East
672,47,89926,C,3197,West
673,38,34487,E,2161,North
674,61,41298,B,2395,South
675,49,37363,E,2890,West
676,24,43929,D,2993,North
677,57,115741,D,2307,South
678,54,89889,A,2547,East
679,36,101561,D,4882,West
680,27,32295,B,2018,West
681,62,95679,D,2553,South
682,61,118451,C,978,South
683,29,35317,C,1923,West
684,52,78300,A,3361,South
685,22,107196,B,4693,South
686,61,53985,D,3374,West
687,47,92966,B,4744,North
688,27,86691,A,3164,West
689,67,83554,B,2246,West
690,20,55688,A,4619,East
691,29,49674,C,4005,West
692,61,58871,B,3121,West
693,68,108687,D,4231,West
694,60,87252,A,2627,West
695,46,36966,B,4569,East
696,33,80714,C,1978,South
697,39,57626,D,1029,South
698,28,107344,D,4713,North
699,49,39761,A,1076,North
700,69,73655,D,2401,East
701,43,68514,A,807,North
702,46,105373,A,2998,East
703,36,67037,E,709,South
704,51,69740,D,4908,East
705,44,65388,A,2122,East
706,58,88716,E,4282,East
707,61,50692,B,2369,North
708,45,66943,A,1856,South
709,57,104346,B,1151,East
710,27,64055,D,550,East
711,65,52932,D,1632,South
712,65,51874,B,2242,East
713,57,78025,D,1221,West
714,44,45715,C,2838,West
715,35,112703,B,677,West
716,34,52906,B,1267,North
717,23,97502,D,3363,West
718,46,110652,E,2910,West
719,21,38961,A,2407,North
720,21,55790,A,1048,West
721,37,45035,E,2389,East
722,65,75300,E,3156,East
723,66,111997,D,1005,South
724,62,59446,A,4332,North
725,49,72066,E,3079,West
726,46,96960,C,1909,North
727,51,45429,C,4585,North
728,44,112070,B,2001,West
729,66,103098,B,4210,East
730,63,115484,D,3805,South
731,37,78246,C,1004,East
732,47,76928,E,1900,South
733,42,72542,E,4425,East
734,36,40908,C,2207,North
735,37,68910,C,4912,East
736,67,101564,E,899,West
737,27,104765,D,869,North
738,33,66356,C,2427,South
739,24,80784,B,3193,East
740,49,111392,A,4436,South
741,23,43807,E,1743,West
742,56,30226,B,4856,West
743,69,64399,D,4019,North
744,47,63279,A,1517,North
745,38,117810,B,3905,South
746,44,47451,B,2557,West
747,36,45825,A,639,West
748,41,105242,E,2489,South
749,32,53489,C,3856,North
750,38,102313,E,3253,East
751,55,37761,E,1629,East
752,29,55417,E,832,East
753,48,53061,D,3150,South
754,37,103100,D,3572,East
755,48,111985,B,4436,South
756,70,68925,C,4379,North
757,27,93801,C,4132,East
758,66,32913,D,1335,North
759,41,99061,B,2243,South
760,60,102729,E,1814,North
761,43,34522,E,3664,West
762,28,54766,C,4477,West
763,31,43564,B,2070,North
764,36,81415,A,3691,North
765,51,50637,D,4215,South
766,68,80442,A,2570,East
767,47,109643,B,1409,West
768,45,87344,C,3991,East
769,26,101961,B,1172,West
770,57,68386,E,685,South
771,22,70455,D,3076,East
772,68,57909,E,3284,South
773,61,68392,A,2267,West
774,67,92420,A,2778,West
775,57,110079,B,1801,North
776,41,66836,A,3109,West
777,20,74831,A,3171,West
778,43,42851,B,2583,West
779,28,114924,C,3054,North
780,33,55035,E,861,North
781,57,80503,D,1586,West
782,20,118479,E,3584,South
783,65,33587,D,1513,South
784,56,98868,A,3929,South
785,59,109430,C,1155,East
786,23,83721,A,4977,East
787,39,55341,D,2687,South
788,26,71436,D,3549,North
789,35,58872,A,680,West
790,30,66952,C,1820,South
791,56,103247,E,1476,East
792,40,112419,C,2849,East
793,29,101294,B,2437,West
794,68,117493,C,758,South
795,54,63165,B,3871,South
796,44,36120,B,1713,East
797,24,88655,D,3804,West
798,51,77556,A,3209,North
799,54,72550,B,959,East
800,60,78257,C,4690,South
801,63,81733,E,1123,East
802,39,104968,C,3138,East
803,68,117631,C,4568,West
804,28,59966,B,1806,West
805,54,103949,E,3142,West
806,70,57328,B,1542,West
807,23,112150,C,896,East
808,20,67965,C,2433,North
809,47,117403,A,1719,West
810,25,88325,C,4985,North
811,36,61693,D,2401,East
812,41,80185,D,4881,East
813,22,49985,A,3077,South
814,44,78961,E,4783,North
815,53,114281,B,4059,East
816,67,66844,E,1436,West
817,45,100046,C,781,North
818,25,73325,C,2390,East
819,26,31349,E,4637,South
820,68,112716,C,3647,North
821,47,118826,E,1205,East
822,24,41786,E,3807,West
823,54,96830,B,1962,North
824,40,110065,E,4424,West
825,43,104454,E,1053,North
826,25,95102,D,1845,North
827,55,30364,E,1927,South
828,29,35178,D,2406,East
829,22,95852,D,1489,West
830,33,93551,C,2981,South
831,20,116403,B,4694,West
832,22,42533,C,3230,East
833,38,72943,D,4331,South
834,62,67509,A,3062,East
835,33,45403,A,4348,North
836,27,69622,C,3380,West
837,43,83172,B,3378,South
838,28,37186,E,1298,South
839,49,90163,E,3607,North
840,35,91620,E,2188,South
841,28,54318,C,943,South
842,23,113867,B,553,West
843,55,107229,B,4052,West
844,36,46471,A,4237,South
845,34,64993,E,4468,South
846,30,99952,B,3086,East
847,40,112590,C,4399,North
848,65,95246,A,2381,North
849,47,41845,D,4299,North
850,36,49514,A,3648,West
851,41,86731,B,4409,East
852,66,81933,B,3648,South
853,29,45108,E,4046,West
854,28,89268,E,2353,East
855,50,39865,A,1179,North
856,45,96870,B,4545,North
857,31,53035,E,1812,West
858,31,75867,D,2098,North
859,37,102697,C,4410,South
860,37,36005,B,1896,South
861,26,68154,E,1613,North
862,51,67662,C,2752,South
863,37,114283,E,3430,North
864,63,43425,D,869,West
865,48,90917,E,2043,West
866,43,109871,C,4859,South
867,59,39605,C,2511,South
868,42,92292,C,3773,North
869,26,67691,D,2495,West
870,54,103403,B,2122,South
871,46,103108,D,3931,North
872,43,79508,C,4190,East
873,35,41028,A,4951,West
874,27,95574,E,2078,South
875,69,118835,D,3884,West
876,48,63770,E,1675,North
877,55,118545,C,921,South
878,48,36255,C,3635,South
879,22,118846,B,1023,North
880,46,84146,C,2117,West
881,43,86617,C,4073,East
882,39,92213,B,1591,West
883,38,36647,B,3768,North
884,46,93018,C,3670,West
885,68,59519,C,679,North
886,24,38544,A,3284,West
887,55,71845,C,1462,North
888,61,48771,C,3038,East
889,58,60209,C,4947,East
890,45,58034,C,2874,South
891,40,51133,D,2632,South
892,31,72416,C,4789,South
893,64,97013,A,2631,West
894,40,64518,E,1918,East
895,47,39063,D,1188,North
896,70,84947,B,4241,South
897,46,89922,B,3002,East
898,33,75802,C,1223,East
899,51,96601,E,3781,East
900,44,35706,C,1477,East
901,25,32725,C,4051,East
902,57,50846,B,4601,West
903,61,47181,E,1406,South
904,57,113801,A,3005,North
905,68,95091,E,3659,South
906,26,85446,C,3209,East
907,31,38732,D,3790,North
908,43,95731,B,2761,East
909,59,70684,E,1428,South
910,58,82558,B,2255,South
911,27,63218,A,1552,South
912,24,87715,A,991,North
913,65,57976,A,2228,North
914,53,118617,A,4186,North
915,59,97064,B,3347,East
916,40,117126,E,4445,North
917,56,57047,C,1911,East
918,39,56308,D,4293,West
919,37,40857,D,4026,North
920,27,52200,E,2480,North
921,40,57815,C,891,West
922,62,30326,C,615,East
923,40,81770,C,4100,South
924,52,41964,A,3661,North
925,67,110018,B,695,East
926,38,116367,B,4234,South
927,68,54404,D,4797,South
928,55,111083,B,3407,North
929,33,42383,E,4257,South
930,22,88800,D,2698,West
931,45,75444,E,4145,South
932,48,40733,D,3868,East
933,63,36830,D,4732,South
934,23,109641,E,2285,East
935,62,35081,A,3262,South
936,53,97535,A,3997,East
937,67,90335,C,1577,South
938,46,66026,B,3026,East
939,32,106905,A,4609,West
940,62,62009,C,1344,South
941,61,69418,B,1482,North
942,42,113850,C,3801,West
943,70,57027,C,2934,South
944,61,75030,A,2589,East
945,63,105044,D,4571,East
946,54,63596,A,3301,South
947,57,63558,D,1833,East
948,26,61747,A,2813,North
949,38,85238,C,3309,West
950,50,51266,A,1788,North
951,50,51373,A,1118,South
952,34,100264,B,3972,North
953,25,39255,A,3229,South
954,54,77839,C,2040,South
955,40,43638,C,1418,West
956,39,60863,E,4536,West
957,50,73434,C,2342,North
958,39,75408,D,3510,North
959,42,40816,B,3836,West
960,30,82555,C,2491,West
961,65,32023,C,2461,West
962,53,118436,B,3708,South
963,45,82385,E,2981,North
964,27,59788,D,3829,South
965,58,108262,B,2865,North
966,58,91812,C,3459,West
967,39,81660,C,4053,West
968,30,50855,B,3557,East
969,27,66345,B,4583,East
970,69,85821,B,2335,North
971,61,33735,D,4127,East
972,22,44762,B,2981,West
973,70,91123,A,3059,East
974,32,97374,C,2646,East
975,26,114961,C,774,North
976,37,105583,D,3701,West
977,65,81932,B,4052,East
978,68,84955,A,3425,North
979,70,39541,A,503,South
980,20,101113,B,3146,East
981,64,69430,B,2543,North
982,53,46573,A,2367,West
983,60,111712,D,4202,West
984,28,32650,A,840,East
985,59,39225,C,4078,North
986,23,75022,A,1212,East
987,58,63621,B,1290,South
988,70,58340,C,3146,South
989,22,80055,B,4486,East
990,33,109260,D,2539,North
991,30,66523,E,1501,South
992,69,50984,A,3932,West
993,53,66891,E,2046,East
994,53,117572,D,2481,South
995,34,55870,E,2735,South
996,35,100438,E,1544,North
997,26,39640,B,2795,West
998,66,90344,E,1309,South
999,21,53860,E,4323,South
1000,27,95214,D,4427,East
1001,24,110411,B,2239,East
1002,44,37672,B,612,East
